date,year,month,day,day of week,weekend,Time,Hour,type,sandwiches,hamburger,frenchfries
2016/7/13,2016,7,13,4,0,15:18,15,0,7,1,1
2016/1/9,2016,1,9,7,1,11:15,11,0,3,2,0
2016/9/3,2016,9,3,7,1,18:17,18,2,7,2,0
2016/7/18,2016,7,18,2,0,16:37,16,1,5,1,0
2016/5/3,2016,5,3,3,0,12:36,12,2,3,1,2
2016/7/18,2016,7,18,2,0,11:19,11,1,3,0,0
2016/11/27,2016,11,27,1,0,20:01,20,0,7,0,2
2016/1/15,2016,1,15,6,1,19:44,19,0,2,0,0
2016/6/8,2016,6,8,4,0,17:26,17,1,7,0,2
2016/3/9,2016,3,9,4,0,12:38,12,0,7,0,1
2016/1/10,2016,1,10,1,0,19:02,19,1,4,1,2
2016/8/16,2016,8,16,3,0,21:50,21,2,7,1,2
2016/11/16,2016,11,16,4,0,11:02,11,1,3,2,0
2016/12/3,2016,12,3,7,1,19:03,19,1,3,1,2
2016/11/9,2016,11,9,4,0,12:07,12,1,4,1,0
2016/9/18,2016,9,18,1,0,13:10,13,2,7,2,2
2016/1/25,2016,1,25,2,0,20:55,20,1,3,1,0
2016/3/20,2016,3,20,1,0,16:07,16,0,6,2,1
2016/1/30,2016,1,30,7,1,19:23,19,2,3,2,1
2016/8/31,2016,8,31,4,0,14:01,14,2,7,0,1
2016/6/6,2016,6,6,2,0,13:42,13,0,6,1,1
2016/5/26,2016,5,26,5,0,15:51,15,1,3,0,2
2016/7/17,2016,7,17,1,0,11:17,11,1,2,0,2
2016/9/5,2016,9,5,2,0,16:07,16,1,3,0,2
2016/3/14,2016,3,14,2,0,14:36,14,2,2,1,1
2016/6/14,2016,6,14,3,0,11:13,11,0,5,2,2
2016/12/20,2016,12,20,3,0,21:31,21,0,5,1,2
2016/8/16,2016,8,16,3,0,11:57,11,2,4,2,2
2016/9/26,2016,9,26,2,0,13:57,13,1,7,2,2
2016/5/10,2016,5,10,3,0,14:26,14,1,7,0,2
2016/8/16,2016,8,16,3,0,16:57,16,2,5,2,0
2016/8/11,2016,8,11,5,0,21:07,21,1,4,1,0
2016/4/24,2016,4,24,1,0,11:30,11,0,5,2,2
2016/4/25,2016,4,25,2,0,21:25,21,1,4,2,1
2016/9/3,2016,9,3,7,1,13:06,13,1,7,1,0
2016/9/4,2016,9,4,1,0,19:32,19,2,5,2,1
2016/5/22,2016,5,22,1,0,14:26,14,1,3,0,1
2016/2/28,2016,2,28,1,0,14:22,14,1,2,1,0
2016/3/1,2016,3,1,3,0,21:20,21,2,5,0,1
2016/11/26,2016,11,26,7,1,11:40,11,1,7,2,1
2016/3/12,2016,3,12,7,1,19:34,19,1,3,0,2
2016/10/28,2016,10,28,6,1,20:28,20,2,5,1,2
2016/8/11,2016,8,11,5,0,19:07,19,1,3,0,2
2016/5/31,2016,5,31,3,0,19:55,19,1,3,2,2
2016/11/15,2016,11,15,3,0,21:07,21,1,3,2,1
2016/6/26,2016,6,26,1,0,14:48,14,2,5,2,1
2016/7/8,2016,7,8,6,1,17:05,17,0,2,2,2
2016/7/24,2016,7,24,1,0,20:50,20,0,7,2,1
2016/11/13,2016,11,13,1,0,15:29,15,0,2,2,1
2016/9/3,2016,9,3,7,1,15:43,15,2,7,1,1
2016/6/15,2016,6,15,4,0,21:39,21,1,5,2,1
2016/5/28,2016,5,28,7,1,12:43,12,0,3,1,0
2016/8/17,2016,8,17,4,0,20:03,20,1,7,2,2
2016/12/8,2016,12,8,5,0,16:39,16,2,3,1,2
2016/1/9,2016,1,9,7,1,19:28,19,2,5,2,0
2016/6/5,2016,6,5,1,0,14:16,14,2,5,1,1
2016/12/17,2016,12,17,7,1,13:04,13,2,6,0,0
2016/7/26,2016,7,26,3,0,17:28,17,0,4,1,1
2016/12/29,2016,12,29,5,0,19:58,19,0,7,1,1
2016/10/15,2016,10,15,7,1,21:46,21,2,4,1,1
2016/5/16,2016,5,16,2,0,18:58,18,0,6,0,1
2016/4/20,2016,4,20,4,0,18:42,18,2,4,0,1
2016/7/11,2016,7,11,2,0,16:07,16,1,2,2,2
2016/7/11,2016,7,11,2,0,18:44,18,0,5,2,2
2016/6/21,2016,6,21,3,0,20:39,20,0,6,2,1
2016/6/17,2016,6,17,6,1,16:25,16,0,5,1,1
2016/7/10,2016,7,10,1,0,14:05,14,1,5,1,0
2016/11/10,2016,11,10,5,0,19:36,19,2,6,1,2
2016/5/14,2016,5,14,7,1,18:12,18,1,5,0,2
2016/7/21,2016,7,21,5,0,20:32,20,1,4,0,1
2016/1/3,2016,1,3,1,0,18:57,18,0,4,2,1
2016/8/2,2016,8,2,3,0,16:11,16,2,4,0,1
2016/7/14,2016,7,14,5,0,13:47,13,0,4,0,1
2016/8/2,2016,8,2,3,0,11:56,11,2,6,1,1
2016/2/12,2016,2,12,6,1,20:31,20,1,4,2,2
2016/4/12,2016,4,12,3,0,15:31,15,2,7,1,2
2016/1/2,2016,1,2,7,1,14:33,14,0,2,1,0
2016/4/19,2016,4,19,3,0,16:48,16,0,5,2,2
2016/9/2,2016,9,2,6,1,11:40,11,2,5,2,1
2016/4/27,2016,4,27,4,0,15:58,15,0,3,0,2
2016/1/14,2016,1,14,5,0,14:01,14,0,4,0,0
2016/1/2,2016,1,2,7,1,12:32,12,0,4,1,1
2016/3/6,2016,3,6,1,0,17:09,17,2,7,1,1
2016/7/1,2016,7,1,6,1,16:13,16,0,6,2,2
2016/9/8,2016,9,8,5,0,20:44,20,0,5,2,2
2016/7/2,2016,7,2,7,1,11:42,11,2,5,1,1
2016/7/7,2016,7,7,5,0,13:06,13,0,3,2,2
2016/3/23,2016,3,23,4,0,20:49,20,0,6,1,2
2016/8/23,2016,8,23,3,0,16:07,16,1,5,0,0
2016/10/27,2016,10,27,5,0,11:47,11,2,7,0,0
2016/6/26,2016,6,26,1,0,16:39,16,2,5,0,0
2016/12/11,2016,12,11,1,0,11:11,11,2,2,2,2
2016/10/19,2016,10,19,4,0,17:26,17,0,3,0,2
2016/11/20,2016,11,20,1,0,16:30,16,1,7,1,1
2016/12/9,2016,12,9,6,1,14:49,14,1,6,1,1
2016/10/10,2016,10,10,2,0,16:46,16,1,3,2,1
2016/11/4,2016,11,4,6,1,13:19,13,2,7,2,1
2016/2/4,2016,2,4,5,0,11:22,11,2,7,1,1
2016/11/22,2016,11,22,3,0,14:45,14,0,6,2,0
2016/1/10,2016,1,10,1,0,11:34,11,2,2,2,2
2016/11/13,2016,11,13,1,0,15:50,15,2,4,1,0
2016/1/17,2016,1,17,1,0,17:41,17,1,6,0,1
2016/3/13,2016,3,13,1,0,16:49,16,0,4,1,0
2016/10/18,2016,10,18,3,0,16:26,16,2,5,2,1
2016/12/13,2016,12,13,3,0,21:26,21,0,2,2,2
2016/6/18,2016,6,18,7,1,18:17,18,2,2,0,0
2016/8/26,2016,8,26,6,1,18:30,18,0,2,0,1
2016/9/26,2016,9,26,2,0,15:44,15,0,2,0,2
2016/9/30,2016,9,30,6,1,19:16,19,2,4,2,2
2016/2/21,2016,2,21,1,0,15:55,15,0,7,1,0
2016/7/13,2016,7,13,4,0,21:16,21,1,4,1,0
2016/11/7,2016,11,7,2,0,11:08,11,1,4,0,0
2016/6/16,2016,6,16,5,0,18:08,18,2,5,0,0
2016/5/9,2016,5,9,2,0,14:42,14,0,7,1,0
2016/4/17,2016,4,17,1,0,12:41,12,2,4,2,0
2016/10/10,2016,10,10,2,0,15:34,15,2,3,2,0
2016/7/23,2016,7,23,7,1,19:07,19,1,7,2,0
2016/11/11,2016,11,11,6,1,21:22,21,1,6,0,2
2016/10/15,2016,10,15,7,1,17:35,17,2,4,1,1
2016/12/22,2016,12,22,5,0,19:40,19,1,3,0,1
2016/2/12,2016,2,12,6,1,19:00,19,2,2,1,2
2016/6/9,2016,6,9,5,0,18:03,18,1,7,1,1
2016/4/30,2016,4,30,7,1,13:12,13,0,5,1,0
2016/3/4,2016,3,4,6,1,20:35,20,0,4,0,2
2016/6/18,2016,6,18,7,1,21:56,21,1,2,1,1
2016/7/29,2016,7,29,6,1,16:09,16,1,4,2,2
2016/7/1,2016,7,1,6,1,14:38,14,2,6,2,2
2016/7/15,2016,7,15,6,1,13:24,13,1,4,0,0
2016/9/30,2016,9,30,6,1,14:01,14,0,3,1,2
2016/2/8,2016,2,8,2,0,21:42,21,0,2,2,1
2016/11/30,2016,11,30,4,0,21:31,21,2,4,2,2
2016/8/20,2016,8,20,7,1,15:45,15,1,7,0,0
2016/9/15,2016,9,15,5,0,12:31,12,0,2,0,2
2016/12/3,2016,12,3,7,1,13:32,13,2,4,1,0
2016/11/17,2016,11,17,5,0,11:01,11,2,6,0,2
2016/5/1,2016,5,1,1,0,17:06,17,2,5,1,1
2016/11/13,2016,11,13,1,0,16:13,16,2,6,0,2
2016/11/26,2016,11,26,7,1,17:25,17,0,4,1,1
2016/2/12,2016,2,12,6,1,17:38,17,0,2,0,0
2016/3/9,2016,3,9,4,0,15:48,15,1,4,1,2
2016/3/12,2016,3,12,7,1,15:25,15,0,7,1,1
2016/3/21,2016,3,21,2,0,18:20,18,1,2,1,1
2016/11/28,2016,11,28,2,0,14:08,14,0,2,0,2
2016/7/12,2016,7,12,3,0,15:59,15,2,6,1,1
2016/2/6,2016,2,6,7,1,12:04,12,2,7,1,2
2016/9/10,2016,9,10,7,1,17:32,17,0,4,1,0
2016/7/14,2016,7,14,5,0,15:06,15,0,7,1,2
2016/11/1,2016,11,1,3,0,18:45,18,2,7,0,1
2016/10/10,2016,10,10,2,0,12:29,12,2,2,1,2
2016/10/25,2016,10,25,3,0,15:34,15,2,3,2,2
2016/8/28,2016,8,28,1,0,17:26,17,2,4,0,0
2016/1/27,2016,1,27,4,0,19:53,19,2,6,1,0
2016/2/6,2016,2,6,7,1,18:11,18,1,7,2,1
2016/6/29,2016,6,29,4,0,21:49,21,2,6,1,0
2016/8/10,2016,8,10,4,0,21:31,21,0,2,0,0
2016/10/30,2016,10,30,1,0,15:44,15,0,3,0,2
2016/5/26,2016,5,26,5,0,12:07,12,0,6,2,2
2016/7/5,2016,7,5,3,0,21:26,21,2,7,0,0
2016/5/14,2016,5,14,7,1,15:58,15,1,6,1,2
2016/3/23,2016,3,23,4,0,16:27,16,2,2,2,2
2016/3/15,2016,3,15,3,0,15:23,15,0,6,1,2
2016/3/3,2016,3,3,5,0,16:58,16,0,5,2,0
2016/9/22,2016,9,22,5,0,11:16,11,0,7,1,2
2016/1/22,2016,1,22,6,1,18:22,18,1,4,2,0
2016/11/1,2016,11,1,3,0,13:46,13,0,6,2,0
2016/8/17,2016,8,17,4,0,19:22,19,2,2,1,0
2016/12/15,2016,12,15,5,0,19:16,19,0,2,0,0
2016/5/8,2016,5,8,1,0,21:21,21,1,3,2,2
2016/6/17,2016,6,17,6,1,13:08,13,1,5,0,0
2016/9/21,2016,9,21,4,0,12:56,12,1,7,2,1
2016/3/19,2016,3,19,7,1,11:01,11,2,6,1,2
2016/6/18,2016,6,18,7,1,13:03,13,2,3,2,0
2016/7/16,2016,7,16,7,1,16:29,16,2,5,1,1
2016/6/7,2016,6,7,3,0,21:28,21,2,4,1,0
2016/12/2,2016,12,2,6,1,19:00,19,1,5,2,2
2016/8/21,2016,8,21,1,0,19:08,19,0,5,0,0
2016/8/25,2016,8,25,5,0,16:56,16,1,5,1,2
2016/2/2,2016,2,2,3,0,19:19,19,0,2,2,2
2016/5/8,2016,5,8,1,0,16:52,16,2,2,1,2
2016/10/9,2016,10,9,1,0,11:53,11,1,6,1,0
2016/4/5,2016,4,5,3,0,11:21,11,2,2,1,1
2016/5/28,2016,5,28,7,1,11:33,11,2,2,2,2
2016/7/18,2016,7,18,2,0,14:03,14,1,4,0,1
2016/11/23,2016,11,23,4,0,12:17,12,0,4,0,2
2016/10/20,2016,10,20,5,0,14:59,14,2,3,1,0
2016/8/16,2016,8,16,3,0,19:59,19,2,2,0,2
2016/4/6,2016,4,6,4,0,16:43,16,0,2,2,1
2016/7/16,2016,7,16,7,1,17:05,17,1,7,0,2
2016/5/7,2016,5,7,7,1,11:28,11,2,7,2,2
2016/9/10,2016,9,10,7,1,13:57,13,0,4,2,2
2016/10/14,2016,10,14,6,1,20:31,20,1,2,2,1
2016/9/20,2016,9,20,3,0,18:25,18,0,4,0,2
2016/10/6,2016,10,6,5,0,19:10,19,1,3,0,1
2016/5/13,2016,5,13,6,1,13:39,13,1,2,1,0
2016/1/16,2016,1,16,7,1,17:49,17,1,3,2,1
2016/4/20,2016,4,20,4,0,11:32,11,1,2,1,1
2016/6/14,2016,6,14,3,0,13:36,13,0,5,1,2
2016/2/18,2016,2,18,5,0,12:36,12,1,6,2,0
2016/11/19,2016,11,19,7,1,17:32,17,0,3,1,1
2016/1/9,2016,1,9,7,1,12:27,12,1,4,0,0
2016/7/21,2016,7,21,5,0,14:02,14,1,5,2,2
2016/5/16,2016,5,16,2,0,19:18,19,1,6,2,0
2016/8/6,2016,8,6,7,1,21:32,21,2,3,0,1
2016/12/20,2016,12,20,3,0,18:38,18,0,7,0,1
2016/5/10,2016,5,10,3,0,15:48,15,0,5,0,0
2016/11/25,2016,11,25,6,1,17:44,17,0,4,1,0
2016/11/15,2016,11,15,3,0,12:18,12,0,6,2,2
2016/6/28,2016,6,28,3,0,13:19,13,2,5,1,1
2016/10/25,2016,10,25,3,0,13:49,13,2,2,0,0
2016/4/12,2016,4,12,3,0,17:28,17,1,5,2,0
2016/9/4,2016,9,4,1,0,19:04,19,0,4,1,0
2016/6/15,2016,6,15,4,0,16:25,16,2,5,2,1
2016/8/8,2016,8,8,2,0,12:13,12,2,7,2,0
2016/9/28,2016,9,28,4,0,14:14,14,1,3,0,0
2016/5/13,2016,5,13,6,1,16:03,16,2,4,1,2
2016/11/25,2016,11,25,6,1,17:28,17,1,7,2,1
2016/10/6,2016,10,6,5,0,19:28,19,0,5,2,2
2016/11/17,2016,11,17,5,0,19:04,19,0,4,2,2
2016/11/11,2016,11,11,6,1,19:52,19,1,3,0,2
2016/8/31,2016,8,31,4,0,13:30,13,1,2,1,2
2016/2/6,2016,2,6,7,1,20:20,20,2,4,0,0
2016/9/27,2016,9,27,3,0,18:02,18,1,7,2,0
2016/8/16,2016,8,16,3,0,20:38,20,0,3,2,1
2016/8/21,2016,8,21,1,0,14:40,14,2,3,2,0
2016/1/27,2016,1,27,4,0,11:24,11,1,2,1,2
2016/5/24,2016,5,24,3,0,16:00,16,2,2,0,0
2016/3/22,2016,3,22,3,0,17:07,17,0,6,1,2
2016/11/8,2016,11,8,3,0,20:11,20,2,6,0,1
2016/4/20,2016,4,20,4,0,11:28,11,0,2,2,2
2016/3/25,2016,3,25,6,1,13:30,13,2,7,2,0
2016/9/12,2016,9,12,2,0,14:10,14,1,6,2,2
2016/12/21,2016,12,21,4,0,16:02,16,0,3,2,2
2016/11/9,2016,11,9,4,0,18:49,18,1,3,1,1
2016/8/26,2016,8,26,6,1,17:22,17,2,3,0,0
2016/7/27,2016,7,27,4,0,19:47,19,0,4,0,0
2016/10/18,2016,10,18,3,0,13:45,13,1,3,1,2
2016/2/8,2016,2,8,2,0,20:17,20,2,5,0,0
2016/10/18,2016,10,18,3,0,19:03,19,1,2,2,2
2016/2/2,2016,2,2,3,0,18:06,18,1,6,2,1
2016/5/24,2016,5,24,3,0,11:15,11,2,6,1,0
2016/3/1,2016,3,1,3,0,12:42,12,1,6,2,1
2016/7/27,2016,7,27,4,0,15:30,15,0,7,2,1
2016/9/22,2016,9,22,5,0,12:01,12,0,3,2,2
2016/7/12,2016,7,12,3,0,16:54,16,2,5,1,2
2016/12/27,2016,12,27,3,0,12:17,12,2,5,1,2
2016/10/21,2016,10,21,6,1,17:36,17,2,2,1,2
2016/9/29,2016,9,29,5,0,21:01,21,2,7,0,1
2016/11/5,2016,11,5,7,1,15:41,15,1,4,2,1
2016/12/29,2016,12,29,5,0,13:25,13,0,5,0,2
2016/10/25,2016,10,25,3,0,19:50,19,0,4,2,2
2016/4/9,2016,4,9,7,1,18:04,18,2,5,0,0
2016/6/14,2016,6,14,3,0,18:31,18,2,3,2,0
2016/1/10,2016,1,10,1,0,14:54,14,0,2,1,0
2016/12/8,2016,12,8,5,0,17:49,17,2,7,1,2
2016/7/9,2016,7,9,7,1,17:59,17,0,7,0,2
2016/4/26,2016,4,26,3,0,19:41,19,1,3,0,2
2016/11/17,2016,11,17,5,0,11:41,11,0,4,2,2
2016/9/16,2016,9,16,6,1,16:47,16,2,3,0,1
2016/5/2,2016,5,2,2,0,12:09,12,2,2,0,1
2016/12/13,2016,12,13,3,0,20:14,20,2,4,1,1
2016/10/9,2016,10,9,1,0,21:25,21,2,6,2,2
2016/10/4,2016,10,4,3,0,15:54,15,1,6,0,0
2016/5/19,2016,5,19,5,0,12:39,12,0,2,1,1
2016/7/19,2016,7,19,3,0,11:02,11,0,2,2,2
2016/12/5,2016,12,5,2,0,21:58,21,0,4,1,0
2016/6/20,2016,6,20,2,0,19:43,19,1,7,2,1
2016/7/20,2016,7,20,4,0,17:33,17,1,5,1,2
2016/6/29,2016,6,29,4,0,11:35,11,0,7,1,0
2016/5/2,2016,5,2,2,0,17:41,17,2,6,2,1
2016/2/9,2016,2,9,3,0,17:55,17,2,2,0,1
2016/10/31,2016,10,31,2,0,19:12,19,1,4,2,0
2016/6/24,2016,6,24,6,1,19:22,19,2,4,2,0
2016/11/5,2016,11,5,7,1,16:43,16,2,7,0,1
2016/12/22,2016,12,22,5,0,20:41,20,1,2,2,0
2016/6/19,2016,6,19,1,0,11:21,11,1,3,2,2
2016/10/29,2016,10,29,7,1,21:36,21,2,3,0,0
2016/8/10,2016,8,10,4,0,12:39,12,2,3,0,1
2016/12/26,2016,12,26,2,0,12:42,12,0,6,0,0
2016/4/3,2016,4,3,1,0,11:37,11,0,6,0,1
2016/3/11,2016,3,11,6,1,18:08,18,1,2,2,1
2016/8/23,2016,8,23,3,0,11:11,11,1,4,0,1
2016/11/22,2016,11,22,3,0,18:30,18,2,3,1,0
2016/5/7,2016,5,7,7,1,19:19,19,2,5,1,1
2016/3/12,2016,3,12,7,1,15:31,15,0,7,0,0
2016/4/13,2016,4,13,4,0,13:47,13,1,7,0,2
2016/6/6,2016,6,6,2,0,18:48,18,1,3,2,0
2016/10/9,2016,10,9,1,0,11:19,11,2,7,2,2
2016/7/26,2016,7,26,3,0,14:21,14,2,3,1,2
2016/9/21,2016,9,21,4,0,17:51,17,2,6,2,0
2016/10/22,2016,10,22,7,1,13:10,13,2,3,2,0
2016/1/4,2016,1,4,2,0,20:39,20,2,3,2,0
2016/9/16,2016,9,16,6,1,17:39,17,0,7,0,0
2016/11/14,2016,11,14,2,0,16:54,16,1,6,0,1
2016/1/23,2016,1,23,7,1,14:45,14,0,3,0,1
2016/9/12,2016,9,12,2,0,18:53,18,0,6,0,2
2016/5/20,2016,5,20,6,1,18:31,18,0,6,2,1
2016/10/16,2016,10,16,1,0,18:48,18,0,3,0,2
2016/12/2,2016,12,2,6,1,18:01,18,0,4,1,2
2016/10/26,2016,10,26,4,0,19:53,19,2,2,1,1
2016/12/18,2016,12,18,1,0,20:38,20,2,4,1,2
2016/4/28,2016,4,28,5,0,21:18,21,1,6,2,2
2016/11/1,2016,11,1,3,0,12:13,12,0,5,0,2
2016/7/26,2016,7,26,3,0,17:42,17,1,6,0,2
2016/6/22,2016,6,22,4,0,19:48,19,0,2,1,1
2016/11/19,2016,11,19,7,1,12:29,12,2,6,1,0
2016/4/26,2016,4,26,3,0,21:01,21,1,2,2,0
2016/7/26,2016,7,26,3,0,11:00,11,0,6,0,1
2016/1/14,2016,1,14,5,0,18:10,18,0,4,0,0
2016/12/19,2016,12,19,2,0,19:54,19,0,3,1,1
2016/8/14,2016,8,14,1,0,16:04,16,2,4,2,1
2016/7/26,2016,7,26,3,0,11:31,11,2,6,0,1
2016/2/5,2016,2,5,6,1,14:07,14,2,7,2,0
2016/12/10,2016,12,10,7,1,11:27,11,2,4,1,0
2016/7/18,2016,7,18,2,0,12:46,12,0,7,2,0
2016/9/23,2016,9,23,6,1,17:37,17,2,3,1,2
2016/7/29,2016,7,29,6,1,14:05,14,2,5,0,1
2016/1/3,2016,1,3,1,0,16:39,16,2,6,2,1
2016/8/19,2016,8,19,6,1,17:41,17,0,7,2,0
2016/10/25,2016,10,25,3,0,20:46,20,2,4,0,1
2016/10/14,2016,10,14,6,1,20:31,20,1,5,1,2
2016/11/10,2016,11,10,5,0,17:39,17,0,2,2,0
2016/8/26,2016,8,26,6,1,13:31,13,0,4,1,1
2016/12/7,2016,12,7,4,0,14:56,14,1,6,0,0
2016/7/13,2016,7,13,4,0,12:26,12,1,4,1,0
2016/4/6,2016,4,6,4,0,13:35,13,0,6,1,0
2016/7/31,2016,7,31,1,0,11:16,11,2,2,1,1
2016/7/2,2016,7,2,7,1,17:14,17,0,2,2,0
2016/3/26,2016,3,26,7,1,20:37,20,0,7,1,2
2016/3/8,2016,3,8,3,0,12:06,12,1,2,0,2
2016/1/27,2016,1,27,4,0,17:43,17,0,3,0,2
2016/5/13,2016,5,13,6,1,21:55,21,2,3,2,1
2016/2/27,2016,2,27,7,1,12:51,12,2,2,1,2
2016/10/11,2016,10,11,3,0,14:11,14,0,2,1,2
2016/6/30,2016,6,30,5,0,15:03,15,1,4,0,0
2016/1/12,2016,1,12,3,0,21:23,21,2,6,2,1
2016/12/11,2016,12,11,1,0,17:16,17,0,3,1,1
2016/6/18,2016,6,18,7,1,17:06,17,1,4,1,1
2016/5/30,2016,5,30,2,0,11:45,11,1,4,0,0
2016/11/1,2016,11,1,3,0,18:13,18,0,3,1,2
2016/2/7,2016,2,7,1,0,15:00,15,1,2,1,0
2016/2/16,2016,2,16,3,0,19:54,19,2,4,1,1
2016/5/29,2016,5,29,1,0,12:39,12,0,5,0,2
2016/3/7,2016,3,7,2,0,17:24,17,0,7,1,1
2016/10/20,2016,10,20,5,0,16:10,16,0,7,2,1
2016/9/12,2016,9,12,2,0,15:24,15,0,2,1,0
2016/9/4,2016,9,4,1,0,16:56,16,0,5,2,1
2016/2/8,2016,2,8,2,0,21:24,21,1,7,0,2
2016/11/16,2016,11,16,4,0,15:44,15,0,5,1,0
2016/4/5,2016,4,5,3,0,13:31,13,1,7,2,0
2016/7/22,2016,7,22,6,1,12:02,12,0,4,2,1
2016/1/27,2016,1,27,4,0,14:50,14,0,6,1,1
2016/3/27,2016,3,27,1,0,17:06,17,1,2,1,0
2016/2/14,2016,2,14,1,0,11:48,11,0,5,1,2
2016/7/12,2016,7,12,3,0,12:56,12,2,6,2,2
2016/2/28,2016,2,28,1,0,14:38,14,1,2,0,0
2016/6/26,2016,6,26,1,0,20:30,20,2,3,2,1
2016/6/12,2016,6,12,1,0,15:44,15,0,3,2,2
2016/6/4,2016,6,4,7,1,20:59,20,2,6,0,1
2016/1/5,2016,1,5,3,0,12:14,12,1,7,1,2
2016/4/2,2016,4,2,7,1,19:17,19,1,2,1,0
2016/1/2,2016,1,2,7,1,20:59,20,0,4,2,1
2016/8/4,2016,8,4,5,0,20:25,20,1,6,0,0
2016/5/15,2016,5,15,1,0,17:05,17,1,4,2,2
2016/5/11,2016,5,11,4,0,19:44,19,0,5,1,0
2016/5/31,2016,5,31,3,0,14:57,14,2,7,0,2
2016/5/1,2016,5,1,1,0,19:43,19,2,7,0,2
2016/2/22,2016,2,22,2,0,17:54,17,2,6,2,1
2016/4/16,2016,4,16,7,1,19:32,19,0,5,2,0
2016/9/17,2016,9,17,7,1,21:37,21,2,4,1,0
2016/11/30,2016,11,30,4,0,12:16,12,1,2,0,1
2016/4/29,2016,4,29,6,1,14:18,14,1,3,0,1
2016/7/18,2016,7,18,2,0,11:13,11,1,7,0,1
2016/9/10,2016,9,10,7,1,18:28,18,1,7,0,1
2016/1/29,2016,1,29,6,1,21:46,21,2,2,0,2
2016/8/7,2016,8,7,1,0,20:29,20,0,2,2,1
2016/12/26,2016,12,26,2,0,16:19,16,1,6,1,1
2016/6/10,2016,6,10,6,1,15:39,15,2,3,1,2
2016/1/24,2016,1,24,1,0,21:37,21,0,3,0,2
2016/1/22,2016,1,22,6,1,19:27,19,1,7,1,1
2016/2/6,2016,2,6,7,1,15:19,15,1,2,0,0
2016/9/15,2016,9,15,5,0,20:56,20,1,7,0,2
2016/6/14,2016,6,14,3,0,16:34,16,0,5,1,0
2016/3/18,2016,3,18,6,1,18:26,18,0,7,1,1
2016/12/16,2016,12,16,6,1,13:43,13,1,6,1,1
2016/8/12,2016,8,12,6,1,13:12,13,1,4,0,2
2016/1/16,2016,1,16,7,1,16:39,16,0,3,1,1
2016/3/8,2016,3,8,3,0,20:53,20,2,4,0,2
2016/1/26,2016,1,26,3,0,15:09,15,2,5,2,1
2016/5/6,2016,5,6,6,1,12:41,12,1,5,1,2
2016/12/9,2016,12,9,6,1,18:21,18,1,7,1,1
2016/10/29,2016,10,29,7,1,15:35,15,0,7,0,0
2016/1/19,2016,1,19,3,0,17:59,17,1,2,1,2
2016/8/13,2016,8,13,7,1,16:43,16,0,5,2,0
2016/5/14,2016,5,14,7,1,12:39,12,2,7,0,1
2016/6/29,2016,6,29,4,0,15:52,15,0,3,0,2
2016/8/18,2016,8,18,5,0,19:38,19,1,3,1,0
2016/8/5,2016,8,5,6,1,15:44,15,2,3,0,0
2016/11/15,2016,11,15,3,0,17:33,17,0,2,2,2
2016/11/26,2016,11,26,7,1,18:34,18,1,4,0,2
2016/9/25,2016,9,25,1,0,18:54,18,1,2,1,2
2016/1/29,2016,1,29,6,1,19:05,19,0,2,1,2
2016/4/17,2016,4,17,1,0,15:06,15,2,4,0,1
2016/3/4,2016,3,4,6,1,17:52,17,1,3,1,2
2016/11/5,2016,11,5,7,1,19:52,19,2,7,2,2
2016/7/29,2016,7,29,6,1,13:48,13,2,7,2,2
2016/12/11,2016,12,11,1,0,11:31,11,2,5,1,1
2016/10/12,2016,10,12,4,0,16:48,16,2,6,1,2
2016/7/8,2016,7,8,6,1,11:35,11,1,4,0,2
2016/8/30,2016,8,30,3,0,12:02,12,2,4,0,2
2016/7/1,2016,7,1,6,1,13:00,13,2,2,1,1
2016/2/25,2016,2,25,5,0,11:12,11,2,6,0,1
2016/11/27,2016,11,27,1,0,18:01,18,1,6,0,2
2016/2/1,2016,2,1,2,0,19:26,19,1,3,0,1
2016/4/28,2016,4,28,5,0,21:59,21,1,5,2,0
2016/1/13,2016,1,13,4,0,20:13,20,2,2,1,0
2016/9/20,2016,9,20,3,0,18:49,18,0,5,2,2
2016/8/8,2016,8,8,2,0,18:53,18,1,5,1,1
2016/11/12,2016,11,12,7,1,14:05,14,0,7,2,0
2016/12/17,2016,12,17,7,1,11:52,11,0,2,2,2
2016/2/15,2016,2,15,2,0,15:00,15,0,3,1,1
2016/1/30,2016,1,30,7,1,20:15,20,1,2,2,1
2016/7/21,2016,7,21,5,0,21:22,21,0,4,1,2
2016/5/28,2016,5,28,7,1,20:48,20,2,4,2,1
2016/7/28,2016,7,28,5,0,15:15,15,1,5,2,2
2016/10/7,2016,10,7,6,1,18:47,18,2,2,1,0
2016/12/1,2016,12,1,5,0,16:07,16,0,2,0,0
2016/11/19,2016,11,19,7,1,15:53,15,1,6,0,1
2016/12/4,2016,12,4,1,0,20:15,20,1,4,0,1
2016/10/15,2016,10,15,7,1,20:16,20,1,7,2,0
2016/3/4,2016,3,4,6,1,19:28,19,2,7,0,1
2016/8/5,2016,8,5,6,1,18:44,18,2,2,2,2
2016/7/9,2016,7,9,7,1,12:55,12,2,7,1,2
2016/2/11,2016,2,11,5,0,12:30,12,0,2,1,2
2016/9/18,2016,9,18,1,0,15:57,15,0,3,2,0
2016/3/6,2016,3,6,1,0,13:52,13,0,2,2,2
2016/10/20,2016,10,20,5,0,20:33,20,0,5,0,2
